from,to
33403072710,33495596743
33483381274,33405553517
33483381274,33491721426
33435082173,33491721426
33459062315,33491721426
33463083276,33491721426
33430375247,33491721426
33447917024,33491721426
33450604485,33491721426
33475048791,33491721426
33407046063,33491721426
33497503591,33491721426
33411333562,33491721426
33493108619,33491721426
33485948480,33491721426
33421141983,33491721426
33472448211,33491721426
33416274040,33491721426
33488374846,33491721426
33483381274,33430215122
33499570882,33430215122
33477905458,33430215122
33485315571,33430215122
33486861952,33430215122
33496877613,33430215122
33406291563,33430215122
33462107965,33430215122
33406810769,33430215122
33421190420,33430215122
33457043487,33430215122
33488797264,33430215122
33463358469,33430215122
33442004798,33430215122
33409806538,33430215122
33453229913,33430215122
33483381274,33447917024
33426249851,33447917024
33439255554,33447917024
33411755479,33447917024
33470139239,33447917024
33477905458,33447917024
33490655152,33447917024
33483381274,33471274702
33470576258,33471274702
33499570882,33471274702
33461358611,33471274702
33465790476,33471274702
33429535313,33471274702
33490076483,33471274702
33412474218,33471274702
33473335076,33471274702
33474116186,33471274702
33403933993,33471274702
33449820552,33471274702
33411335579,33471274702
33486810734,33471274702
33483381274,33415798063
33483381274,33464775942
33483381274,33422033399
33411755479,33422033399
33470139239,33422033399
33414373007,33422033399
33415457095,33422033399
33438318916,33422033399
33416333593,33422033399
33484071201,33422033399
33445724116,33422033399
33426314427,33422033399
33403553382,33422033399
33484635850,33422033399
33463433792,33422033399
33491766060,33422033399
33483381274,33494645460
33438318916,33494645460
33463083276,33494645460
33470058621,33494645460
33422033399,33494645460
33419733506,33494645460
33437713006,33494645460
33475048791,33494645460
33412474218,33494645460
33472277941,33494645460
33448047652,33494645460
33421141983,33494645460
33496674930,33494645460
33404123502,33494645460
33488374846,33494645460
33453229913,33494645460
33400876944,33494645460
33430215122,33494645460
33427997236,33494645460
33483381274,33407125834
33483381274,33444701151
33483381274,33450347561
33485471766,33450347561
33414373007,33450347561
33429535313,33450347561
33441117272,33450347561
33491766060,33450347561
33477630000,33450347561
33493790660,33450347561
33406810769,33450347561
33483381274,33403352358
33483126312,33403352358
33447647523,33403352358
33437584641,33403352358
33477630000,33403352358
33490076483,33403352358
33483381274,33420156093
33483381274,33403443416
33435082173,33403443416
33452899072,33403443416
33437584641,33403443416
33496877613,33403443416
33463433792,33403443416
33491766060,33403443416
33462107965,33403443416
33475048791,33403443416
33443382819,33403443416
33473335076,33403443416
33472837560,33403443416
33463967927,33403443416
33425588685,33403443416
33489394303,33403443416
33429428322,33403443416
33466324289,33403443416
33495886885,33403443416
33416964577,33403443416
33404453797,33403443416
33496674930,33403443416
33488374846,33403443416
33433157681,33403443416
33427997236,33403443416
33423139128,33403443416
33441396521,33403443416
33483381274,33499822771
33438650160,33499822771
33472448211,33499822771
33485487413,33499822771
33456929553,33499822771
33493359210,33499822771
33433514686,33499822771
33424962949,33499822771
33414642550,33499822771
33495165194,33499822771
33481640529,33499822771
33432998321,33499822771
33400339929,33499822771
33479835280,33499822771
33448321601,33499822771
33457060233,33499822771
33483381274,33465840292
33483381274,33488797264
33472135454,33488797264
33416333593,33488797264
33433445113,33488797264
33452147167,33488797264
33449895203,33488797264
33463329742,33488797264
33492269235,33488797264
33436565689,33488797264
33406810769,33488797264
33442404572,33488797264
33483381274,33464716925
33435082173,33464716925
33411755479,33464716925
33499570882,33464716925
33485315571,33464716925
33461358611,33464716925
33452899072,33464716925
33484071201,33464716925
33454994287,33464716925
33484635850,33464716925
33463433792,33464716925
33493790660,33464716925
33444241436,33464716925
33457043487,33464716925
33483381274,33462860193
33483381274,33446485338
33483381274,33405930900
33483381274,33455111825
33483381274,33419333246
33435082173,33419333246
33426249851,33419333246
33472135454,33419333246
33439255554,33419333246
33470576258,33419333246
33408153898,33419333246
33411755479,33419333246
33499570882,33419333246
33470139239,33419333246
33477905458,33419333246
33485471766,33419333246
33414373007,33419333246
33485315571,33419333246
33415457095,33419333246
33400961028,33419333246
33409030471,33419333246
33486861952,33419333246
33461358611,33419333246
33483126312,33419333246
33415687279,33419333246
33402635231,33419333246
33408640627,33419333246
33496946220,33419333246
33490655152,33419333246
33447647523,33419333246
33465790476,33419333246
33446289830,33419333246
33452899072,33419333246
33437584641,33419333246
33465560662,33419333246
33445008242,33419333246
33443503173,33419333246
33422394628,33419333246
33412270218,33419333246
33458891117,33419333246
33485560701,33419333246
33425195313,33419333246
33456048694,33419333246
33485487413,33419333246
33461791514,33419333246
33483381274,33413595894
33435082173,33413595894
33426249851,33413595894
33472135454,33413595894
33439255554,33413595894
33470576258,33413595894
33408153898,33413595894
33411755479,33413595894
33499570882,33413595894
33470139239,33413595894
33477905458,33413595894
33485471766,33413595894
33414373007,33413595894
33485315571,33413595894
33415457095,33413595894
33400961028,33413595894
33409030471,33413595894
33486861952,33413595894
33461358611,33413595894
33483126312,33413595894
33415687279,33413595894
33402635231,33413595894
33408640627,33413595894
33496946220,33413595894
33490655152,33413595894
33447647523,33413595894
33465790476,33413595894
33446289830,33413595894
33452899072,33413595894
33437584641,33413595894
33434311271,33413595894
33482312360,33413595894
33477102862,33413595894
33451439864,33413595894
33439674503,33413595894
33436322828,33413595894
33472860986,33413595894
33459288624,33413595894
33431690870,33413595894
33460590654,33413595894
33457545044,33413595894
33468838419,33413595894
33444690005,33413595894
33474847456,33413595894
33466015529,33413595894
33483381274,33473035091
33483381274,33498234373
33483381274,33441264690
33483381274,33472277941
33472135454,33472277941
33477905458,33472277941
33414373007,33472277941
33490655152,33472277941
33460511050,33472277941
33456836714,33472277941
33452147167,33472277941
33447917024,33472277941
33422033399,33472277941
33475048791,33472277941
33425867523,33472277941
33464716925,33472277941
33433128363,33472277941
33483381274,33464698023
33485471766,33464698023
33409030471,33464698023
33471460929,33464698023
33441117272,33464698023
33449895203,33464698023
33491299604,33464698023
33419733506,33464698023
33450887993,33464698023
33425867523,33464698023
33422580143,33464698023
33442004798,33464698023
33483381274,33411709876
33483381274,33486233206
33435082173,33491660592
33439255554,33491660592
33414373007,33491660592
33400961028,33491660592
33490655152,33491660592
33447647523,33491660592
33401834376,33491660592
33456842808,33491660592
33442913350,33491660592
33443382819,33491660592
33463124165,33491660592
33449820552,33491660592
33451086752,33491660592
33435082173,33498803225
33426249851,33498803225
33470139239,33498803225
33414373007,33498803225
33486861952,33498803225
33490655152,33498803225
33463083276,33498803225
33426565200,33498803225
33442404572,33498803225
33450887993,33498803225
33425867523,33498803225
33488797264,33498803225
33489446172,33498803225
33473335076,33498803225
33474116186,33498803225
33405264572,33498803225
33435082173,33411755479
33435082173,33415457095
33411755479,33415457095
33435082173,33409030471
33435082173,33439906398
33435082173,33457534151
33435082173,33443922052
33470576258,33443922052
33496946220,33443922052
33456836714,33443922052
33484071201,33443922052
33426314427,33443922052
33401834376,33443922052
33427146145,33443922052
33463433792,33443922052
33434866470,33443922052
33472277941,33443922052
33449820552,33443922052
33448047652,33443922052
33466324289,33443922052
33495886885,33443922052
33443759186,33443922052
33435082173,33494697721
33434082597,33494697721
33450887993,33494697721
33435616636,33494697721
33465560662,33494697721
33486270609,33494697721
33435082173,33452944008
33461791514,33452944008
33465924677,33452944008
33480018512,33452944008
33435082173,33468247725
33408153898,33468247725
33470139239,33468247725
33402253007,33468247725
33416333593,33468247725
33445724116,33468247725
33433445113,33468247725
33429535313,33468247725
33403553382,33468247725
33463329742,33468247725
33442404572,33468247725
33450347561,33468247725
33490076483,33468247725
33457043487,33468247725
33407046063,33468247725
33449820552,33468247725
33448047652,33468247725
33435082173,33444061123
33435082173,33424671884
33485315571,33424671884
33463329742,33424671884
33450347561,33424671884
33403352358,33424671884
33442913350,33424671884
33489446172,33424671884
33447534273,33424671884
33411335579,33424671884
33435082173,33445620843
33435082173,33404123502
33426249851,33404123502
33477905458,33404123502
33409030471,33404123502
33459062315,33404123502
33433445113,33404123502
33454994287,33404123502
33470058621,33404123502
33463329742,33404123502
33419733506,33404123502
33423011697,33404123502
33488797264,33404123502
33434866470,33404123502
33442004798,33404123502
33451086752,33404123502
33412245864,33404123502
33404704280,33404123502
33443922052,33404123502
33462297626,33404123502
33496674930,33404123502
33435082173,33421958950
33435082173,33445724116
33439255554,33445724116
33409030471,33445724116
33483126312,33445724116
33459062315,33445724116
33435082173,33429916170
33435082173,33416137920
33435082173,33437364744
33406291563,33437364744
33410734015,33437364744
33425195313,33437364744
33456929553,33437364744
33433514686,33437364744
33435082173,33474809285
33435082173,33400849980
33470576258,33400849980
33485471766,33400849980
33485315571,33400849980
33415687279,33400849980
33408640627,33400849980
33435082173,33456124608
33435082173,33400876944
33408153898,33400876944
33483126312,33400876944
33408640627,33400876944
33447647523,33400876944
33434082597,33400876944
33445724116,33400876944
33433445113,33400876944
33406291563,33400876944
33447917024,33400876944
33463329742,33400876944
33422033399,33400876944
33419733506,33400876944
33442913350,33400876944
33457043487,33400876944
33499648907,33400876944
33429336515,33400876944
33452445405,33400876944
33435082173,33470058621
33490655152,33470058621
33437584641,33470058621
33416333593,33470058621
33456836714,33470058621
33459062315,33470058621
33433445113,33470058621
33452147167,33470058621
33403553382,33470058621
33435082173,33435616636
33477905458,33435616636
33483126312,33435616636
33402253007,33435616636
33460511050,33435616636
33416333593,33435616636
33471460929,33435616636
33447917024,33435616636
33422033399,33435616636
33442404572,33435616636
33419230313,33435616636
33463358469,33435616636
33405595274,33435616636
33491660592,33435616636
33433157681,33435616636
33435082173,33451019416
33435082173,33447779659
33435082173,33430008835
33435082173,33427134911
33435082173,33457060233
33400961028,33457060233
33447917024,33457060233
33401825942,33457060233
33438746488,33457060233
33469606323,33457060233
33485487413,33457060233
33461791514,33457060233
33464481635,33457060233
33456929553,33457060233
33415145230,33457060233
33457116905,33457060233
33448254934,33457060233
33415826539,33457060233
33446461681,33457060233
33435082173,33407671169
33433157681,33407671169
33443503173,33407671169
33412951611,33407671169
33419386761,33407671169
33429091318,33407671169
33466750777,33407671169
33472845018,33407671169
33435082173,33450887993
33477905458,33450887993
33485471766,33450887993
33402635231,33450887993
33496946220,33450887993
33465790476,33450887993
33401834376,33450887993
33437713006,33450887993
33435082173,33442913350
33402635231,33442913350
33465790476,33442913350
33438318916,33442913350
33422033399,33442913350
33435082173,33462301357
33435082173,33414966983
33477905458,33414966983
33485471766,33414966983
33437584641,33414966983
33460511050,33414966983
33456836714,33414966983
33459062315,33414966983
33401834376,33414966983
33429535313,33414966983
33491766060,33414966983
33477630000,33414966983
33450887993,33414966983
33463358469,33414966983
33450451680,33414966983
33472837560,33414966983
33424549671,33414966983
33405264572,33414966983
33443759186,33414966983
33443922052,33414966983
33462297626,33414966983
33404453797,33414966983
33426467431,33414966983
33429336515,33414966983
33455233114,33414966983
33466790894,33414966983
33435082173,33466540551
33435082173,33413744297
33435082173,33420521130
33409030471,33420521130
33490655152,33420521130
33402253007,33420521130
33493790660,33420521130
33435165489,33420521130
33443382819,33420521130
33412474218,33420521130
33402484447,33420521130
33424549671,33420521130
33404704280,33420521130
33409806538,33420521130
33424671884,33420521130
33401825942,33420521130
33488374846,33420521130
33471197612,33420521130
33402136201,33420521130
33494645460,33420521130
33409196215,33420521130
33492030612,33420521130
33466287003,33420521130
33435201336,33420521130
33435082173,33427265134
33435082173,33464381966
33485471766,33464381966
33414373007,33464381966
33409030471,33464381966
33486861952,33464381966
33446289830,33464381966
33445724116,33464381966
33463329742,33464381966
33481818352,33464381966
33406810769,33464381966
33488797264,33464381966
33433128363,33464381966
33474116186,33464381966
33407046063,33464381966
33493108619,33464381966
33403933993,33464381966
33499648907,33464381966
33405264572,33464381966
33462297626,33464381966
33486810734,33464381966
33462633202,33464381966
33424671884,33464381966
33488374846,33464381966
33471197612,33464381966
33419698439,33464381966
33400876944,33464381966
33427997236,33464381966
33456602429,33464381966
33455233114,33464381966
33405997651,33464381966
33496682011,33464381966
33435082173,33487422522
33435082173,33493004604
33435082173,33450451680
33415687279,33450451680
33446289830,33450451680
33400849980,33450451680
33463433792,33450451680
33436565689,33450451680
33450604485,33450451680
33426561672,33450451680
33437713006,33450451680
33421190420,33450451680
33474116186,33450451680
33437437700,33450451680
33435082173,33474116186
33439255554,33474116186
33485471766,33474116186
33400961028,33474116186
33409030471,33474116186
33486861952,33474116186
33415687279,33474116186
33490655152,33474116186
33496635149,33474116186
33426314427,33474116186
33452147167,33474116186
33463433792,33474116186
33481818352,33474116186
33491766060,33474116186
33442913350,33474116186
33443382819,33474116186
33420390052,33474116186
33435082173,33432082614
33435082173,33424549671
33472135454,33424549671
33439255554,33424549671
33470139239,33424549671
33409030471,33424549671
33437584641,33424549671
33484071201,33424549671
33445724116,33424549671
33462107965,33424549671
33450887993,33424549671
33444241436,33424549671
33412474218,33424549671
33405595274,33424549671
33435082173,33452886206
33486861952,33452886206
33443922052,33452886206
33424671884,33452886206
33458891117,33452886206
33435082173,33447513635
33426249851,33446342995
33472277941,33446342995
33456048694,33446342995
33452886206,33446342995
33480018512,33446342995
33446691439,33446342995
33487957500,33446342995
33494697721,33446342995
33445644303,33446342995
33414642550,33446342995
33495165194,33446342995
33483804470,33446342995
33470777239,33446342995
33400339929,33446342995
33461657971,33446342995
33452570733,33446342995
33400934695,33446342995
33485542428,33446342995
33486167342,33446342995
33461152817,33446342995
33461875924,33446342995
33464484810,33446342995
33426249851,33448047652
33472135454,33448047652
33408640627,33448047652
33438318916,33448047652
33459062315,33448047652
33433445113,33448047652
33425867523,33448047652
33464716925,33448047652
33422580143,33448047652
33433128363,33448047652
33426249851,33499570882
33426249851,33452445405
33406291563,33452445405
33481818352,33452445405
33491299604,33452445405
33425867523,33452445405
33472837560,33452445405
33499648907,33452445405
33498803225,33452445405
33466324289,33452445405
33443922052,33452445405
33426249851,33444198336
33400961028,33444198336
33463083276,33444198336
33406291563,33444198336
33471460929,33444198336
33452147167,33444198336
33493790660,33444198336
33412245864,33444198336
33426249851,33499441691
33426249851,33415687279
33470139239,33415687279
33414373007,33415687279
33485315571,33415687279
33426249851,33466287003
33414373007,33466287003
33456836714,33466287003
33463083276,33466287003
33477630000,33466287003
33442404572,33466287003
33424549671,33466287003
33499648907,33466287003
33491660592,33466287003
33498803225,33466287003
33429428322,33466287003
33404704280,33466287003
33409806538,33466287003
33426467431,33466287003
33400876944,33466287003
33491721426,33466287003
33486162932,33466287003
33468033446,33466287003
33496682011,33466287003
33426249851,33465790476
33472135454,33465790476
33409030471,33465790476
33408640627,33465790476
33426249851,33436525818
33483126312,33436525818
33415687279,33436525818
33416333593,33436525818
33456836714,33436525818
33433445113,33436525818
33441117272,33436525818
33492269235,33436525818
33490076483,33436525818
33405595274,33436525818
33489394303,33436525818
33429428322,33436525818
33443922052,33436525818
33426249851,33400891246
33426249851,33437437700
33415687279,33437437700
33484071201,33437437700
33445724116,33437437700
33403553382,33437437700
33456842808,33437437700
33419733506,33437437700
33426565200,33437437700
33419230313,33437437700
33423011697,33437437700
33425867523,33437437700
33416173767,33437437700
33442004798,33437437700
33426249851,33439504836
33426249851,33459333989
33426249851,33433445113
33477905458,33433445113
33415457095,33433445113
33426249851,33435257009
33426249851,33403553382
33439255554,33403553382
33485471766,33403553382
33447647523,33403553382
33438318916,33403553382
33460511050,33403553382
33416333593,33403553382
33463083276,33403553382
33401834376,33403553382
33471460929,33403553382
33426249851,33422331459
33426249851,33423874615
33426249851,33456602429
33414373007,33456602429
33446289830,33456602429
33426314427,33456602429
33452147167,33456602429
33470058621,33456602429
33463329742,33456602429
33436565689,33456602429
33426561672,33456602429
33462107965,33456602429
33406810769,33456602429
33486163800,33456602429
33418135515,33456602429
33472277941,33456602429
33448047652,33456602429
33429428322,33456602429
33443922052,33456602429
33416964577,33456602429
33471274702,33456602429
33403072710,33456602429
33433157681,33456602429
33426249851,33499666273
33426249851,33472967742
33472135454,33472967742
33470576258,33472967742
33400961028,33472967742
33486861952,33472967742
33447647523,33472967742
33459062315,33472967742
33434082597,33472967742
33496635149,33472967742
33481818352,33472967742
33441602585,33472967742
33462107965,33472967742
33425867523,33472967742
33421190420,33472967742
33407046063,33472967742
33403933993,33472967742
33499648907,33472967742
33412245864,33472967742
33443759186,33472967742
33443922052,33472967742
33486810734,33472967742
33496720354,33472967742
33433157681,33472967742
33495596743,33472967742
33426249851,33442571197
33426249851,33442007523
33426249851,33450604485
33439255554,33450604485
33438318916,33450604485
33434082597,33450604485
33477630000,33450604485
33426249851,33476215891
33426249851,33441396521
33485315571,33441396521
33400961028,33441396521
33490655152,33441396521
33445724116,33441396521
33496877613,33441396521
33441117272,33441396521
33444241436,33441396521
33437437700,33441396521
33405595274,33441396521
33402484447,33441396521
33411333562,33441396521
33450451680,33441396521
33489394303,33441396521
33409541157,33441396521
33444198336,33441396521
33409806538,33441396521
33410734015,33441396521
33472448211,33441396521
33436525818,33441396521
33429336515,33441396521
33404123502,33441396521
33453833917,33441396521
33403072710,33441396521
33456602429,33441396521
33426249851,33416182182
33426249851,33492030612
33485315571,33492030612
33415457095,33492030612
33461358611,33492030612
33483126312,33492030612
33490655152,33492030612
33447647523,33492030612
33438318916,33492030612
33402253007,33492030612
33459062315,33492030612
33471460929,33492030612
33403553382,33492030612
33447917024,33492030612
33492269235,33492030612
33442404572,33492030612
33442913350,33492030612
33486163800,33492030612
33464698023,33492030612
33463967927,33492030612
33438650160,33492030612
33448047652,33492030612
33412245864,33492030612
33462297626,33492030612
33435616636,33492030612
33427997236,33492030612
33423139128,33492030612
33426249851,33400934695
33441117272,33400934695
33426561672,33400934695
33466790894,33400934695
33443503173,33400934695
33412270218,33400934695
33419386761,33400934695
33452944008,33400934695
33457116905,33400934695
33455577394,33400934695
33489661077,33400934695
33460581482,33400934695
33424897650,33400934695
33426355297,33400934695
33461657971,33400934695
33426249851,33427268016
33426249851,33462332597
33426249851,33458231160
33426249851,33434866470
33439255554,33434866470
33485471766,33434866470
33485315571,33434866470
33496946220,33434866470
33437584641,33434866470
33401834376,33434866470
33493790660,33434866470
33437713006,33434866470
33464716925,33434866470
33426249851,33423135821
33426249851,33492901647
33402635231,33492901647
33496946220,33492901647
33459062315,33492901647
33452147167,33492901647
33491766060,33492901647
33426565200,33492901647
33426561672,33492901647
33442913350,33492901647
33444241436,33492901647
33421190420,33492901647
33488797264,33492901647
33405595274,33492901647
33409806538,33492901647
33446623170,33492901647
33463941352,33492901647
33488374846,33492901647
33440334596,33492901647
33453229913,33492901647
33455330601,33492901647
33470083879,33492901647
33489122751,33492901647
33426249851,33418135515
33499570882,33418135515
33415457095,33418135515
33445724116,33418135515
33470058621,33418135515
33441117272,33418135515
33491766060,33418135515
33422033399,33418135515
33419733506,33418135515
33442913350,33418135515
33421190420,33418135515
33488797264,33418135515
33412474218,33418135515
33426249851,33461156677
33426249851,33432134087
33433128363,33432134087
33455729391,33432134087
33449651583,33432134087
33424897650,33432134087
33476807995,33432134087
33456490589,33432134087
33498621926,33432134087
33423116271,33432134087
33445829603,33432134087
33485542428,33432134087
33461028395,33432134087
33426249851,33416852880
33426249851,33463323605
33426249851,33412526259
33426249851,33475846274
33426249851,33490059823
33477905458,33490059823
33400961028,33490059823
33447647523,33490059823
33446289830,33490059823
33400849980,33490059823
33470058621,33490059823
33442404572,33490059823
33421190420,33490059823
33474116186,33490059823
33471274702,33490059823
33496720354,33490059823
33453229913,33490059823
33433157681,33490059823
33400876944,33490059823
33470083879,33490059823
33492284086,33490059823
33411336584,33490059823
33414966983,33490059823
33472135454,33463832799
33496877613,33463832799
33480358548,33463832799
33439674503,33463832799
33459288624,33463832799
33444690005,33463832799
33479454156,33463832799
33421240158,33463832799
33450033166,33463832799
33493552295,33463832799
33425946908,33463832799
33461669228,33463832799
33472135454,33441602585
33402253007,33441602585
33484071201,33441602585
33445724116,33441602585
33492269235,33441602585
33472135454,33463358469
33439255554,33463358469
33414373007,33463358469
33496946220,33463358469
33437584641,33463358469
33463329742,33463358469
33427146145,33463358469
33492269235,33463358469
33426561672,33463358469
33450887993,33463358469
33435165489,33463358469
33433128363,33463358469
33434866470,33463358469
33473335076,33463358469
33418135515,33463358469
33472135454,33446627122
33472135454,33449919671
33472135454,33470139239
33472135454,33468033446
33477905458,33468033446
33415457095,33468033446
33496946220,33468033446
33400849980,33468033446
33470058621,33468033446
33456842808,33468033446
33406810769,33468033446
33490076483,33468033446
33423011697,33468033446
33435165489,33468033446
33422580143,33468033446
33433128363,33468033446
33472277941,33468033446
33499648907,33468033446
33491660592,33468033446
33493198096,33468033446
33444198336,33468033446
33404123502,33468033446
33452445405,33468033446
33419698439,33468033446
33438746488,33468033446
33473590159,33468033446
33486162932,33468033446
33472135454,33426738645
33472135454,33433130436
33472135454,33498648964
33472135454,33488155087
33472135454,33484922699
33472135454,33465939575
33472135454,33427251098
33496946220,33427251098
33463083276,33427251098
33400849980,33427251098
33427146145,33427251098
33419230313,33427251098
33457043487,33427251098
33486163800,33427251098
33434866470,33427251098
33407046063,33427251098
33464698023,33427251098
33404704280,33427251098
33446623170,33427251098
33404453797,33427251098
33486810734,33427251098
33429336515,33427251098
33433157681,33427251098
33430215122,33427251098
33435616636,33427251098
33472135454,33412412816
33472135454,33466790894
33477905458,33466790894
33415457095,33466790894
33490655152,33466790894
33465790476,33466790894
33402253007,33466790894
33496877613,33466790894
33429535313,33466790894
33470058621,33466790894
33441602585,33466790894
33426561672,33466790894
33406810769,33466790894
33419230313,33466790894
33412474218,33466790894
33407046063,33466790894
33411333562,33466790894
33463967927,33466790894
33438650160,33466790894
33451086752,33466790894
33409541157,33466790894
33495886885,33466790894
33421141983,33466790894
33462633202,33466790894
33452445405,33466790894
33471197612,33466790894
33456602429,33466790894
33496682011,33466790894
33409196215,33466790894
33492030612,33466790894
33432513036,33466790894
33475493489,33466790894
33472135454,33420669204
33472135454,33438318916
33485471766,33438318916
33415457095,33438318916
33465790476,33438318916
33472135454,33403256490
33472135454,33486163800
33490655152,33486163800
33401834376,33486163800
33463329742,33486163800
33456842808,33486163800
33463433792,33486163800
33493790660,33486163800
33406810769,33486163800
33472135454,33434516876
33472135454,33404133259
33472135454,33401834376
33477905458,33401834376
33409030471,33401834376
33490655152,33401834376
33437584641,33401834376
33460511050,33401834376
33426314427,33401834376
33472135454,33454549813
33472135454,33456691029
33472135454,33421817679
33472135454,33443313813
33472135454,33411333562
33414373007,33411333562
33485315571,33411333562
33486861952,33411333562
33437584641,33411333562
33463083276,33411333562
33452147167,33411333562
33441117272,33411333562
33427146145,33411333562
33481818352,33411333562
33491766060,33411333562
33425867523,33411333562
33474116186,33411333562
33405595274,33411333562
33472135454,33484635850
33463083276,33484635850
33445724116,33484635850
33400849980,33484635850
33472135454,33456976483
33472135454,33421769000
33472135454,33485771500
33472135454,33430270817
33439255554,33489394303
33415687279,33489394303
33490655152,33489394303
33465790476,33489394303
33401834376,33489394303
33471460929,33489394303
33400849980,33489394303
33441117272,33489394303
33436565689,33489394303
33442404572,33489394303
33423011697,33489394303
33488797264,33489394303
33418135515,33489394303
33497503591,33489394303
33403933993,33489394303
33439255554,33405264572
33411755479,33405264572
33446289830,33405264572
33459062315,33405264572
33426314427,33405264572
33433445113,33405264572
33491766060,33405264572
33450604485,33405264572
33406810769,33405264572
33490076483,33405264572
33443382819,33405264572
33488797264,33405264572
33489446172,33405264572
33412474218,33405264572
33463124165,33405264572
33437437700,33405264572
33451086752,33405264572
33425588685,33405264572
33439255554,33411335579
33470576258,33411335579
33411755479,33411335579
33499570882,33411335579
33483126312,33411335579
33437584641,33411335579
33445724116,33411335579
33400849980,33411335579
33447917024,33411335579
33463329742,33411335579
33426565200,33411335579
33462107965,33411335579
33450887993,33411335579
33442913350,33411335579
33443382819,33411335579
33463967927,33411335579
33451086752,33411335579
33491660592,33411335579
33439255554,33414373007
33485471766,33414373007
33439255554,33486861952
33415457095,33486861952
33439255554,33447455242
33439255554,33484071201
33439255554,33496674930
33477905458,33496674930
33449895203,33496674930
33477630000,33496674930
33489446172,33496674930
33412474218,33496674930
33451086752,33496674930
33448047652,33496674930
33462297626,33496674930
33439255554,33463358261
33439255554,33417570826
33439255554,33488374846
33461358611,33488374846
33452899072,33488374846
33496635149,33488374846
33430375247,33488374846
33427146145,33488374846
33436565689,33488374846
33462107965,33488374846
33419230313,33488374846
33418135515,33488374846
33442004798,33488374846
33407046063,33488374846
33463941352,33488374846
33439255554,33496877613
33485471766,33496877613
33461358611,33496877613
33402253007,33496877613
33463083276,33496877613
33439255554,33440334596
33415457095,33440334596
33415687279,33440334596
33402635231,33440334596
33456836714,33440334596
33471460929,33440334596
33429535313,33440334596
33477630000,33440334596
33442004798,33440334596
33497503591,33440334596
33429428322,33440334596
33495886885,33440334596
33468247725,33440334596
33439255554,33467973349
33439255554,33454994287
33414373007,33454994287
33400961028,33454994287
33483126312,33454994287
33415687279,33454994287
33402635231,33454994287
33446289830,33454994287
33439255554,33413353346
33439255554,33468031891
33439255554,33479927271
33439255554,33481818352
33470139239,33481818352
33485471766,33481818352
33415457095,33481818352
33465790476,33481818352
33438318916,33481818352
33463083276,33481818352
33400849980,33481818352
33454994287,33481818352
33439255554,33469390280
33439255554,33439210347
33439255554,33439674503
33411755479,33439674503
33411333562,33439674503
33402136201,33439674503
33435201336,33439674503
33425940401,33439674503
33489661077,33439674503
33465532801,33439674503
33461875924,33439674503
33434311271,33439674503
33477102862,33439674503
33439255554,33423094376
33439255554,33490076483
33499570882,33490076483
33470139239,33490076483
33460511050,33490076483
33491766060,33490076483
33439255554,33475095969
33439255554,33433128363
33477905458,33433128363
